Interes,Tipo,MontoAsegurado,TipoPago,ModoPago,Fiador,Fiador2,OtroSeguro,Record,Edad,EstadoCivil,Fraude
12,Nacional,507500,A,Tarjeta,Si,No,No,R0,33,Soltero,No
17,Nacional,643864,A,Tarjeta,Si,No,No,R0,36,Soltero,No
12,Nacional,613561,A,Tarjeta,Si,No,No,R0,33,Soltero,No
17,Nacional,613561,A,Tarjeta,Si,No,No,R0,40,Soltero,No
17,Nacional,765076,A,Tarjeta,No,No,No,R0,38,Union,No
17,Nacional,1128712,A,Tarjeta,No,No,No,R0,39,Soltero,No
17,Nacional,1083561,A,Tarjeta,Si,No,No,R0,32,Soltero,No
17,Nacional,1430227,A,Tarjeta,No,No,No,R0,43,Soltero,No
17,Nacional,4552955,A,Tarjeta,Si,Si,No,R0,40,Soltero,No
17,Nacional,371136,A,Tarjeta,No,No,No,R0,36,Soltero,No
17,Nacional,431742,A,Tarjeta,No,No,No,R0,43,Soltero,No
18,Nacional,704470,A,Cajas,Si,No,No,R0,38,Soltero,No
18,Nacional,613561,A,Tarjeta,No,No,No,R0,47,Union,No
17,Nacional,1219621,A,Tarjeta,No,No,No,R0,36,Soltero,No
12,Nacional,1583258,A,Tarjeta,No,No,No,R0,41,Soltero,No
17,Nacional,310530,A,Tarjeta,Si,No,No,R0,42,Soltero,No
13,Nacional,1527847,A,Tarjeta,Si,No,No,R0,36,Soltero,No
17,Nacional,765076,A,Tarjeta,Si,No,No,R0,32,Soltero,No
17,Nacional,1219621,A,Tarjeta,Si,Si,No,R0,38,Soltero,No
17,Nacional,795379,A,Tarjeta,Si,No,No,R0,39,Soltero,No
18,Nacional,234773,A,Tarjeta,No,No,No,R0,39,Soltero,No
17,Nacional,1280227,A,Tarjeta,Si,No,No,R0,34,Soltero,No
12,Nacional,522652,A,Tarjeta,Si,No,No,R0,35,Soltero,No
17,Nacional,280227,A,Tarjeta,No,No,No,R0,34,Soltero,No
17,Nacional,1674167,A,Tarjeta,Si,No,No,R0,45,Divorciado,No
17,Nacional,340833,A,Tarjeta,Si,No,No,R0,36,Soltero,No
17,Nacional,310530,A,Tarjeta,No,No,No,R0,33,Soltero,No
12,Nacional,1825682,A,Tarjeta,Si,Si,No,R0,33,Soltero,No
17,Nacional,704470,A,Tarjeta,No,No,No,R0,38,Soltero,No
18,Nacional,916591,A,Tarjeta,No,No,No,R0,34,Soltero,No
18,Nacional,765076,A,Tarjeta,Si,Si,No,R0,37,Soltero,No
18,Nacional,310530,A,Tarjeta,No,No,No,R0,38,Union,No
18,Nacional,583258,A,Tarjeta,Si,Si,No,R0,40,Soltero,No
17,Nacional,583258,A,Tarjeta,Si,No,No,R0,37,Soltero,No
17,Nacional,462045,A,Tarjeta,Si,No,Si,R2,32,Union,No
18,Nacional,613561,A,Tarjeta,Si,Si,No,R0,41,Soltero,No
17,Nacional,1068106,A,Tarjeta,Si,No,No,R0,41,Union,No
17,Nacional,765076,A,Tarjeta,Si,No,No,R0,44,Soltero,No
17,Nacional,310530,A,Tarjeta,No,No,No,R0,36,Soltero,No
12,Nacional,808409,A,Tarjeta,Si,No,No,R0,35,Soltero,No
17,Nacional,1705076,A,Tarjeta,No,No,No,R0,40,Soltero,No
17,Nacional,522652,A,Tarjeta,No,No,Si,R2,43,Divorciado,No
17,Nacional,234773,A,Tarjeta,No,No,No,R0,33,Soltero,No
12,Nacional,1219621,A,Tarjeta,Si,Si,Si,R1,40,Soltero,No
12,Nacional,2068106,A,Tarjeta,No,No,No,R0,41,Soltero,No
17,Nacional,1825682,A,Tarjeta,No,No,No,R0,35,Soltero,No
17,Nacional,916591,A,Tarjeta,No,No,Si,R2,34,Soltero,No
12,Nacional,1068106,A,Tarjeta,No,No,No,R0,36,Soltero,No
12,Nacional,613561,A,Tarjeta,No,No,No,R0,42,Soltero,No
17,Nacional,189318,A,Tarjeta,No,No,No,R0,42,Divorciado,No
17,Nacional,174167,A,Tarjeta,No,No,Si,R1,36,Soltero,No
17,Nacional,325682,A,Tarjeta,No,No,Si,R2,45,Soltero,No
17,Nacional,462045,A,Tarjeta,Si,No,No,R0,43,Union,No
18,Nacional,386288,A,Tarjeta,No,No,Si,R1,44,Soltero,No
18,Nacional,462045,A,Tarjeta,No,No,Si,R2,36,Soltero,No
12,Nacional,115094,A,Tarjeta,Si,Si,No,R0,39,Divorciado,No
12,Nacional,115094,A,Tarjeta,Si,No,No,R0,34,Soltero,No
12,Nacional,115094,A,Tarjeta,No,No,Si,R1,37,Soltero,No
12,Nacional,115094,A,Tarjeta,Si,Si,No,R0,44,Soltero,No
12,Nacional,115094,A,Tarjeta,Si,No,No,R0,36,Soltero,No
12,Nacional,115094,A,Tarjeta,Si,Si,No,R0,37,Soltero,No
18,Nacional,310530,A,Tarjeta,Si,No,No,R0,40,Soltero,No
17,Nacional,613561,A,Tarjeta,Si,No,No,R0,32,Soltero,No
17,Nacional,946894,A,Tarjeta,Si,No,No,R0,38,Soltero,No
17,Nacional,552955,A,Tarjeta,No,No,No,R0,34,Soltero,No
12,Nacional,613561,A,Tarjeta,No,No,No,R0,33,Union,No
17,Nacional,310530,A,Tarjeta,Si,Si,No,R0,36,Soltero,No
18,Nacional,1219621,A,Tarjeta,Si,Si,No,R0,41,Soltero,No
17,Nacional,765076,A,Tarjeta,Si,Si,No,R0,36,Soltero,No
18,Nacional,280227,A,Tarjeta,Si,No,No,R0,34,Soltero,No
18,Nacional,159015,A,Tarjeta,Si,No,No,R0,38,Soltero,No
12,Nacional,674167,A,Tarjeta,Si,No,No,R0,36,Soltero,No
17,Nacional,643864,A,Tarjeta,No,No,No,R0,44,Soltero,No
12,Nacional,914167,A,Tarjeta,Si,No,No,R0,36,Soltero,No
17,Nacional,310530,A,Tarjeta,No,No,No,R0,40,Soltero,No
18,Nacional,249924,A,Tarjeta,Si,No,Si,R1,41,Divorciado,No
17,Nacional,371136,A,Tarjeta,No,No,No,R0,32,Soltero,No
17,Nacional,1219621,A,Tarjeta,Si,No,No,R0,42,Union,No
12,Nacional,462045,A,Tarjeta,No,No,No,R0,33,Soltero,No
12,Nacional,522652,A,Tarjeta,No,No,Si,R2,33,Soltero,No
17,Nacional,643864,A,Tarjeta,Si,No,No,R0,38,Soltero,No
18,Nacional,613561,A,Tarjeta,Si,No,No,R0,36,Soltero,No
17,Nacional,613561,A,Tarjeta,Si,No,Si,R2,36,Soltero,No
17,Nacional,462045,A,Tarjeta,Si,No,Si,R1,33,Soltero,No
17,Nacional,310530,A,Tarjeta,No,No,Si,R2,33,Soltero,No
17,Nacional,765076,A,Tarjeta,No,No,No,R0,33,Soltero,No
17,Nacional,462045,A,Tarjeta,Si,No,No,R0,40,Divorciado,No
17,Nacional,310530,A,Tarjeta,Si,No,No,R0,32,Soltero,No
17,Nacional,159015,A,Tarjeta,No,No,No,R0,36,Soltero,No
17,Nacional,613561,A,Tarjeta,Si,No,No,R0,32,Soltero,No
17,Nacional,2522652,A,Tarjeta,Si,No,No,R0,45,Soltero,No
18,Nacional,747803,A,Tarjeta,Si,No,Si,R2,34,Soltero,No
18,Nacional,1522652,A,Tarjeta,Si,Si,No,R0,43,Divorciado,No
18,Nacional,886288,A,Tarjeta,Si,No,No,R0,32,Soltero,No
12,Nacional,734773,A,Tarjeta,No,No,No,R0,33,Soltero,No
17,Nacional,401439,A,Tarjeta,Si,Si,Si,R6,32,Soltero,No
12,Nacional,1310530,A,Tarjeta,No,No,No,R0,35,Soltero,No
18,Nacional,765076,A,Tarjeta,No,No,No,R0,33,Soltero,No
12,Nacional,310530,A,Tarjeta,No,No,No,R0,32,Soltero,No
12,Nacional,304470,A,Tarjeta,No,No,No,R0,34,Soltero,No
17,Nacional,382652,A,Tarjeta,No,No,No,R0,32,Soltero,No
17,Nacional,652955,A,Tarjeta,Si,No,No,R0,32,Soltero,No
17,Nacional,234773,A,Tarjeta,No,No,Si,R5,40,Union,No
17,Nacional,416591,A,Tarjeta,No,No,No,R0,46,Soltero,No
17,Nacional,219621,A,Tarjeta,Si,Si,No,R0,33,Soltero,No
17,Nacional,416591,A,Tarjeta,No,No,Si,R2,34,Soltero,No
18,Nacional,462045,A,Tarjeta,Si,No,No,R0,38,Soltero,No
12,Nacional,613561,A,Tarjeta,No,No,No,R0,33,Soltero,No
17,Nacional,992348,A,Tarjeta,No,No,No,R0,36,Soltero,No
13,Nacional,2810833,A,Tarjeta,Si,Si,No,R0,37,Soltero,No
17,Nacional,765076,A,Tarjeta,No,No,No,R0,32,Soltero,No
18,Nacional,1613561,A,Tarjeta,Si,No,No,R0,44,Soltero,No
17,Nacional,462045,A,Tarjeta,No,No,Si,R1,48,Soltero,No
18,Nacional,613561,A,Tarjeta,No,No,No,R0,35,Soltero,No
18,Nacional,174167,A,Tarjeta,No,No,Si,R5,35,Soltero,No
17,Nacional,401439,A,Tarjeta,No,No,No,R0,34,Soltero,No
17,Nacional,704470,A,Tarjeta,Si,Si,No,R0,40,Soltero,No
18,Nacional,778409,A,Tarjeta,No,No,Si,R1,34,Soltero,No
17,Nacional,462045,A,Tarjeta,Si,No,Si,R2,45,Soltero,No
18,Nacional,916591,A,Tarjeta,No,No,No,R0,40,Soltero,No
17,Nacional,1401439,A,Tarjeta,No,No,No,R0,43,Soltero,No
12,Nacional,1249924,A,Tarjeta,No,No,No,R0,37,Soltero,No
17,Nacional,916591,A,Tarjeta,No,No,No,R0,34,Soltero,No
17,Nacional,310530,A,Tarjeta,No,No,No,R0,43,Soltero,No
17,Nacional,477197,A,Tarjeta,Si,No,No,R0,34,Soltero,No
17,Nacional,310530,A,Tarjeta,No,No,No,R0,32,Soltero,No
12,Nacional,522652,A,Tarjeta,Si,No,Si,R2,37,Soltero,No
12,Nacional,552955,A,Tarjeta,No,No,No,R0,37,Soltero,No
17,Nacional,765076,A,Tarjeta,Si,Si,Si,R1,37,Soltero,No
17,Nacional,765076,A,Tarjeta,No,No,No,R0,42,Soltero,No
12,Nacional,613561,A,Tarjeta,Si,No,Si,R1,36,Soltero,No
12,Nacional,643864,A,Tarjeta,No,No,No,R0,33,Soltero,No
12,Nacional,1552039,A,Tarjeta,No,No,No,R0,36,Soltero,No
17,Nacional,462045,A,Tarjeta,No,No,Si,R2,38,Soltero,No
17,Nacional,371136,A,Tarjeta,No,No,Si,R2,32,Soltero,No
17,Nacional,998409,A,Tarjeta,No,No,No,R0,37,Soltero,No
17,Nacional,310530,A,Tarjeta,No,No,No,R0,32,Soltero,No
17,Nacional,568106,A,Tarjeta,No,No,No,R0,33,Soltero,No
17,Nacional,613561,A,Tarjeta,No,No,No,R0,36,Soltero,No
17,Nacional,607500,A,Tarjeta,No,No,No,R0,44,Soltero,No
12,Nacional,1219621,A,Tarjeta,Si,No,No,R0,36,Soltero,No
17,Nacional,613561,A,Tarjeta,Si,No,No,R0,32,Soltero,No
18,Nacional,462045,A,Tarjeta,Si,No,No,R0,40,Union,No
12,Nacional,249924,A,Tarjeta,No,No,No,R0,37,Soltero,No
17,Nacional,371136,A,Tarjeta,Si,No,No,R0,38,Viudo,No
17,Nacional,1219621,A,Tarjeta,No,No,No,R0,34,Soltero,No
17,Nacional,946894,A,Tarjeta,No,No,No,R0,33,Soltero,No
17,Nacional,1431742,A,Tarjeta,No,No,No,R0,34,Soltero,No
17,Nacional,552955,A,Tarjeta,No,No,Si,R1,38,Soltero,No
17,Nacional,1371136,A,Tarjeta,No,No,Si,R1,40,Soltero,No
12,Nacional,1431742,A,Tarjeta,No,No,No,R0,38,Soltero,No
17,Nacional,637803,A,Tarjeta,Si,No,Si,R2,40,Soltero,No
17,Nacional,234773,A,Tarjeta,Si,Si,No,R0,34,Soltero,No
17,Nacional,462045,A,Tarjeta,No,No,Si,R2,33,Soltero,No
17,Nacional,613561,A,Tarjeta,Si,No,Si,R1,46,Soltero,No
17,Nacional,613561,A,Tarjeta,No,No,No,R0,34,Soltero,No
18,Nacional,246894,A,Tarjeta,No,No,No,R0,36,Soltero,No
18,Nacional,613561,A,Tarjeta,No,No,No,R0,50,Soltero,No
17,Nacional,674167,A,Tarjeta,No,No,No,R0,37,Soltero,No
17,Nacional,613561,A,Tarjeta,Si,No,No,R0,36,Soltero,No
17,Nacional,674167,A,Tarjeta,No,No,No,R0,39,Soltero,No
12,Nacional,765076,A,Tarjeta,No,No,Si,R2,35,Soltero,No
17,Nacional,552955,A,Tarjeta,Si,No,No,R0,34,Soltero,No
17,Nacional,462045,A,Tarjeta,Si,No,No,R0,52,Divorciado,No
17,Nacional,613561,A,Tarjeta,No,No,No,R0,38,Soltero,No
17,Nacional,613561,A,Tarjeta,Si,Si,No,R0,42,Soltero,No
17,Nacional,1143864,A,Tarjeta,No,No,No,R0,39,Soltero,No
17,Nacional,310530,A,Tarjeta,Si,No,No,R0,37,Soltero,No
17,Nacional,265076,A,Tarjeta,Si,Si,No,R0,32,Soltero,No
17,Nacional,1068106,A,Tarjeta,No,No,Si,R6,32,Soltero,No
17,Nacional,1371136,A,Tarjeta,Si,No,No,R0,33,Soltero,No
17,Nacional,613561,A,Tarjeta,No,No,No,R0,36,Soltero,No
12,Nacional,462045,A,Tarjeta,No,No,No,R0,32,Soltero,No
17,Nacional,855985,A,Tarjeta,Si,No,No,R0,34,Soltero,No
18,Nacional,174167,A,Tarjeta,No,No,No,R0,33,Soltero,No
17,Nacional,310530,A,Tarjeta,No,No,No,R0,38,Soltero,No
12,Nacional,916591,A,Tarjeta,Si,Si,No,R0,36,Soltero,No
12,Nacional,1371136,A,Tarjeta,Si,No,No,R0,45,Soltero,No
12,Nacional,462045,A,Tarjeta,No,No,Si,R1,36,Soltero,No
17,Nacional,765076,A,Tarjeta,Si,No,No,R0,38,Soltero,No
17,Nacional,2977057,A,Tarjeta,Si,No,No,R0,41,Soltero,No
18,Nacional,340833,A,Tarjeta,Si,No,No,R0,46,Union,No
17,Nacional,613561,A,Tarjeta,Si,No,Si,R1,32,Union,No
12,Nacional,916591,A,Tarjeta,Si,No,No,R0,37,Soltero,No
17,Nacional,401439,A,Tarjeta,Si,Si,Si,R1,33,Soltero,No
12,Nacional,492348,A,Tarjeta,Si,No,Si,R2,37,Soltero,No
17,Nacional,2280227,A,Tarjeta,Si,No,No,R0,47,Soltero,No
17,Nacional,765076,A,Tarjeta,Si,No,No,R0,32,Soltero,No
12,Nacional,325682,A,Tarjeta,No,No,No,R0,33,Soltero,No
17,Nacional,788712,A,Tarjeta,Si,No,No,R0,36,Soltero,No
17,Nacional,401439,A,Tarjeta,Si,No,No,R0,31,Soltero,No
17,Nacional,916591,A,Tarjeta,No,No,No,R0,38,Soltero,No
18,Nacional,234773,A,Tarjeta,No,No,No,R0,35,Soltero,No
17,Nacional,462045,A,Tarjeta,Si,Si,No,R0,33,Soltero,No
13,Nacional,2872045,A,Tarjeta,Si,Si,No,R0,41,Soltero,No
18,Nacional,2733561,A,Tarjeta,Si,Si,No,R0,48,Soltero,No
18,Nacional,1630833,A,Tarjeta,Si,Si,No,R0,41,Soltero,No
18,Nacional,634773,A,Tarjeta,No,No,No,R0,38,Soltero,No
18,Nacional,310530,A,Tarjeta,No,No,No,R0,37,Soltero,No
18,Nacional,189318,A,Tarjeta,Si,No,No,R0,35,Soltero,No
17,Nacional,355882,A,Tarjeta,Si,No,Si,R2,38,Soltero,No
13,Nacional,1756288,A,Tarjeta,Si,No,No,R0,36,Soltero,No
18,Nacional,674167,A,Tarjeta,No,No,No,R0,33,Soltero,No
18,Nacional,583258,A,Tarjeta,Si,Si,No,R0,34,Soltero,No
13,Nacional,583258,A,Tarjeta,No,No,No,R0,34,Soltero,No
12,Nacional,340833,A,Tarjeta,Si,No,Si,R1,33,Soltero,No
12,Nacional,1234773,A,Tarjeta,No,No,No,R0,37,Soltero,No
17,Nacional,386288,A,Tarjeta,Si,Si,No,R0,40,Soltero,No
17,Nacional,319621,A,Tarjeta,Si,No,No,R0,42,Soltero,No
17,Nacional,599924,A,Tarjeta,Si,No,No,R0,31,Soltero,No
12,Nacional,1977197,A,Tarjeta,Si,Si,No,R0,45,Soltero,No
18,Nacional,520200,A,Tarjeta,Si,No,No,R0,37,Soltero,No
18,Nacional,1952655,A,Tarjeta,Si,No,No,R0,35,Soltero,No
18,Nacional,611731,A,Tarjeta,No,No,Si,R2,32,Soltero,No
18,Nacional,1153242,A,Tarjeta,No,No,No,R0,35,Soltero,No
18,Nacional,1698537,A,Tarjeta,Si,No,No,R0,35,Soltero,No
18,Nacional,2037803,A,Tarjeta,Si,Si,No,R0,40,Soltero,No
13,Nacional,310530,A,Tarjeta,No,No,No,R0,33,Soltero,No
18,Nacional,1068106,A,Tarjeta,No,No,No,R0,42,Soltero,No
13,Nacional,699621,A,Tarjeta,Si,No,No,R0,33,Soltero,No
18,Nacional,1483304,A,Cajas,Si,No,No,R0,35,Soltero,No
18,Nacional,1114082,A,Tarjeta,Si,No,No,R0,35,Soltero,No
13,Nacional,1665682,A,Tarjeta,Si,No,No,R0,38,Soltero,No
18,Nacional,462045,A,Tarjeta,Si,No,No,R0,42,Soltero,No
18,Nacional,1068106,A,Tarjeta,Si,No,No,R0,40,Soltero,No
18,Nacional,988106,A,Tarjeta,No,No,No,R0,35,Soltero,No
18,Nacional,552955,A,Tarjeta,No,No,No,R0,32,Soltero,No
18,Nacional,871136,A,Tarjeta,Si,No,No,R0,39,Union,No
18,Nacional,765076,A,Tarjeta,No,No,No,R0,38,Soltero,No
18,Nacional,204470,A,Tarjeta,Si,No,No,R0,41,Soltero,No
13,Nacional,613561,A,Tarjeta,No,No,No,R0,35,Soltero,No
18,Nacional,765076,A,Tarjeta,No,No,No,R0,38,Soltero,No
18,Nacional,1496288,A,Tarjeta,Si,Si,No,R0,34,Soltero,No
18,Nacional,552955,A,Tarjeta,Si,Si,No,R0,33,Soltero,No
18,Nacional,552955,A,Tarjeta,Si,No,No,R0,37,Soltero,No
18,Nacional,916591,A,Tarjeta,Si,No,No,R0,21,NoAplica,No
18,Nacional,916591,A,Tarjeta,Si,No,No,R0,40,Soltero,No
18,Nacional,1128712,A,Tarjeta,Si,No,No,R0,38,Soltero,No
18,Nacional,613561,A,Tarjeta,No,No,No,R0,35,Soltero,No
18,Nacional,813258,A,Tarjeta,Si,No,Si,R2,46,Soltero,No
18,Nacional,1079924,A,Tarjeta,Si,No,No,R0,34,Soltero,No
18,Nacional,905985,A,Tarjeta,No,No,No,R0,43,Soltero,No
18,Nacional,551136,A,Tarjeta,Si,No,No,R0,34,Soltero,No
18,Nacional,310530,A,Tarjeta,No,No,Si,R1,36,Soltero,No
18,Nacional,944773,A,Tarjeta,Si,No,No,R0,42,Soltero,No
13,Nacional,575379,A,Tarjeta,Si,No,No,R0,32,Soltero,No
18,Nacional,1208106,A,Tarjeta,Si,No,No,R0,35,Soltero,No
18,Nacional,562955,A,Tarjeta,Si,No,Si,R2,43,Soltero,No
18,Nacional,1354167,A,Tarjeta,Si,No,No,R0,38,Soltero,No
